Id,Label,date_of_episode
A4811,the everly brothers,"July 17, 1987"
A5418,wolfgang amadeus mozart,"July 17, 1987"
A283,art garfunkel,"July 24, 1987"
A448,berlin,"July 24, 1987"
A1170,dire straits,"July 24, 1987"
A1187,dolly parton,"July 24, 1987"
A1390,elton john,"July 24, 1987"
A2702,kenny rogers,"July 24, 1987"
A4741,the cars,"July 24, 1987"
A5246,vangelis,"July 24, 1987"
A1618,franz schubert,"July 31, 1987"
A1657,gabriel faure,"July 31, 1987"
A2430,johannes brahms,"July 31, 1987"
A2613,julian bream,"July 31, 1987"
A2663,kathleen ferrier,"July 31, 1987"
A3004,ludwig van beethoven,"July 31, 1987"
A3932,pyotr ilyich tchaikovsky,"July 31, 1987"
A4480,souzay baldwin,"July 31, 1987"
A297,arthur sullivan,"August 14, 1987"
A779,cesar franck,"August 14, 1987"
A792,charles francois gounod,"August 14, 1987"
A1170,dire straits,"August 14, 1987"
A1312,edith piaf,"August 14, 1987"
A1348,elaine paige,"August 14, 1987"
A3004,ludwig van beethoven,"August 14, 1987"
A4976,the rolling stones,"August 14, 1987"
A912,cleo laine,"August 21, 1987"
A1042,danny kaye,"August 21, 1987"
A1368,ella fitzgerald,"August 21, 1987"
A1815,giuseppe verdi,"August 21, 1987"
A1884,gruber mohr,"August 21, 1987"
A3644,oscar hammerstein ii,"August 21, 1987"
A3802,peter allen,"August 21, 1987"
A4705,the beatles,"August 21, 1987"
A271,are you lonesome tonight,"August 28, 1987"
A726,carl orff,"August 28, 1987"
A1815,giuseppe verdi,"August 28, 1987"
A2425,johann pachelbel,"August 28, 1987"
A3593,olantunji,"August 28, 1987"
A4870,the johnstons,"August 28, 1987"
A5284,vincenzo bellini,"August 28, 1987"
A5418,wolfgang amadeus mozart,"August 28, 1987"
A1262,duke ellington,"September 4, 1987"
A1326,edward elgar,"September 4, 1987"
A1898,gustav mahler,"September 4, 1987"
A3004,ludwig van beethoven,"September 4, 1987"
A4054,richard strauss,"September 4, 1987"
A4397,sidney bechet,"September 4, 1987"
A4409,simon garfunkel,"September 4, 1987"
A5256,vera lynn,"September 4, 1987"
A1326,edward elgar,"September 11, 1987"
A1400,emile waldteufel,"September 11, 1987"
A1599,frank sinatra,"September 11, 1987"
A1790,giacomo puccini,"September 11, 1987"
A3199,maurice jarre,"September 11, 1987"
A3201,maurice ravel,"September 11, 1987"
A3745,paul robeson,"September 11, 1987"
A5246,vangelis,"September 11, 1987"
A1294,eddie calvert,"September 18, 1987"
A1662,gaetano donizetti,"September 18, 1987"
A1804,gioachino rossini,"September 18, 1987"
A3004,ludwig van beethoven,"September 18, 1987"
A3206,max bruch,"September 18, 1987"
A3548,nocturne in e minor op 72,"September 18, 1987"
A3745,paul robeson,"September 18, 1987"
A5418,wolfgang amadeus mozart,"September 18, 1987"
A264,aram khachaturian,"September 25, 1987"
A301,artie shaw,"September 25, 1987"
A1312,edith piaf,"September 25, 1987"
A1575,francis lai,"September 25, 1987"
A1815,giuseppe verdi,"September 25, 1987"
A3787,percy faith,"September 25, 1987"
A4337,sergey rachmaninov,"September 25, 1987"
A4372,shelley berman,"September 25, 1987"
A1460,erroll garner,"October 2, 1987"
A1725,george frideric handel,"October 2, 1987"
A2427,johann sebastian bach,"October 2, 1987"
A2874,lewis,"October 2, 1987"
A3201,maurice ravel,"October 2, 1987"
A3872,pink floyd,"October 2, 1987"
A4108,robert schumann,"October 2, 1987"
A4705,the beatles,"October 2, 1987"
A1067,david bowie,"October 9, 1987"
A1435,eric clapton,"October 9, 1987"
A1790,giacomo puccini,"October 9, 1987"
A3279,michael sembello,"October 9, 1987"
A3859,phyllis nelson,"October 9, 1987"
A3977,ray charles,"October 9, 1987"
A4797,the doobie brothers,"October 9, 1987"
A5361,whitney houston,"October 9, 1987"
A1253,drummond cory,"October 16, 1987"
A1510,fats waller,"October 16, 1987"
A2072,hubert gregg,"October 16, 1987"
A3604,olympic hymn,"October 16, 1987"
A3890,polonaise in a major op 40 1 military,"October 16, 1987"
A3932,pyotr ilyich tchaikovsky,"October 16, 1987"
A4772,the clancy brothers,"October 16, 1987"
A5208,u2,"October 16, 1987"
A357,band of hm royal marines,"October 23, 1987"
A577,bob newhart,"October 23, 1987"
A1510,fats waller,"October 23, 1987"
A2074,hubert parry,"October 23, 1987"
A2427,johann sebastian bach,"October 23, 1987"
A2570,joseph canteloube,"October 23, 1987"
A3542,nocturne in b flat minor op 9 1,"October 23, 1987"
A5418,wolfgang amadeus mozart,"October 23, 1987"
A1618,franz schubert,"October 30, 1987"
A1725,george frideric handel,"October 30, 1987"
A1790,giacomo puccini,"October 30, 1987"
A1815,giuseppe verdi,"October 30, 1987"
A3004,ludwig van beethoven,"October 30, 1987"
A4058,richard wagner,"October 30, 1987"
A5397,william shakespeare,"October 30, 1987"
A5418,wolfgang amadeus mozart,"October 30, 1987"
A1662,gaetano donizetti,"November 6, 1987"
A1790,giacomo puccini,"November 6, 1987"
A1815,giuseppe verdi,"November 6, 1987"
A1983,hector berlioz,"November 6, 1987"
A2649,karen moore,"November 6, 1987"
A3651,ottilie patterson,"November 6, 1987"
A4236,ruth etting,"November 6, 1987"
A5418,wolfgang amadeus mozart,"November 6, 1987"
A666,budd johnson quintet,"November 20, 1987"
A1815,giuseppe verdi,"November 20, 1987"
A1999,henri sauguet,"November 20, 1987"
A2922,liza minnelli,"November 20, 1987"
A2970,lotte lenya,"November 20, 1987"
A3771,peggy lee,"November 20, 1987"
A3861,piano concerto no 2,"November 20, 1987"
A5401,william walton,"November 20, 1987"
A737,carly simon,"November 27, 1987"
A1768,gerard hoffnung,"November 27, 1987"
A1897,gustav holst,"November 27, 1987"
A2087,humphrey lyttelton,"November 27, 1987"
A2339,jerry reed,"November 27, 1987"
A2917,little richard,"November 27, 1987"
A3050,mahalia jackson,"November 27, 1987"
A4687,the animals,"November 27, 1987"
A779,cesar franck,"December 4, 1987"
A1326,edward elgar,"December 4, 1987"
A2304,jean sibelius,"December 4, 1987"
A2427,johann sebastian bach,"December 4, 1987"
A2430,johannes brahms,"December 4, 1987"
A3004,ludwig van beethoven,"December 4, 1987"
A4054,richard strauss,"December 4, 1987"
A5418,wolfgang amadeus mozart,"December 4, 1987"
A792,charles francois gounod,"December 11, 1987"
A1326,edward elgar,"December 11, 1987"
A1662,gaetano donizetti,"December 11, 1987"
A1815,giuseppe verdi,"December 11, 1987"
A3748,paul simon,"December 11, 1987"
A3894,poppie nongena,"December 11, 1987"
A4239,ry cooder,"December 11, 1987"
A5418,wolfgang amadeus mozart,"December 11, 1987"
A769,cecil mack,"December 18, 1987"
A1178,django reinhardt,"December 18, 1987"
A1233,dorothy lamour,"December 18, 1987"
A1312,edith piaf,"December 18, 1987"
A1455,ernesto de curtis,"December 18, 1987"
A1790,giacomo puccini,"December 18, 1987"
A4425,sir henry rowley bishop,"December 18, 1987"
A4705,the beatles,"December 18, 1987"
A679,bunny berigan,"December 25, 1987"
A1436,eric coates,"December 25, 1987"
A1510,fats waller,"December 25, 1987"
A1727,george gershwin,"December 25, 1987"
A2114,ian dury,"December 25, 1987"
A3554,noel coward,"December 25, 1987"
A4336,sergei prokofiev,"December 25, 1987"
A5058,the weather girls,"December 25, 1987"
A1287,eartha kitt,"January 15, 1988"
A1615,franz lehar,"January 15, 1988"
A1851,grace moore,"January 15, 1988"
A2140,imre kalman,"January 15, 1988"
A2611,julia mckenzie,"January 15, 1988"
A3046,maggie teyte,"January 15, 1988"
A3554,noel coward,"January 15, 1988"
A5418,wolfgang amadeus mozart,"January 15, 1988"
A1725,george frideric handel,"January 22, 1988"
A1790,giacomo puccini,"January 22, 1988"
A3201,maurice ravel,"January 22, 1988"
A3376,morriston orpheus choir,"January 22, 1988"
A3680,palm court theatre orchestra,"January 22, 1988"
A3962,ralph vaughan williams,"January 22, 1988"
A4424,sir harry lauder,"January 22, 1988"
A5416,winston churchill,"January 22, 1988"
A835,chita rivera,"January 29, 1988"
A1076,david fanshawe ensemble,"January 29, 1988"
A1960,harry nilsson,"January 29, 1988"
A3793,perry como,"January 29, 1988"
A3830,peter sarstedt,"January 29, 1988"
A4220,ruggero leoncavallo,"January 29, 1988"
A4506,stan freberg,"January 29, 1988"
A4752,the chieftains,"January 29, 1988"
A1618,franz schubert,"February 5, 1988"
A1695,gene kelly,"February 5, 1988"
A1790,giacomo puccini,"February 5, 1988"
A1820,glen campbell,"February 5, 1988"
A2430,johannes brahms,"February 5, 1988"
A4054,richard strauss,"February 5, 1988"
A4705,the beatles,"February 5, 1988"
A5418,wolfgang amadeus mozart,"February 5, 1988"
A1467,ethel merman,"February 12, 1988"
A1695,gene kelly,"February 12, 1988"
A2470,john kander,"February 12, 1988"
A3197,maurice chevalier,"February 12, 1988"
A4705,the beatles,"February 12, 1988"
A4923,the most beautiful girl in the world,"February 12, 1988"
A726,carl orff,"February 19, 1988"
A1815,giuseppe verdi,"February 19, 1988"
A2996,luciano pavarotti,"February 19, 1988"
A3004,ludwig van beethoven,"February 19, 1988"
A3461,neil diamond,"February 19, 1988"
A3932,pyotr ilyich tchaikovsky,"February 19, 1988"
A4000,red army ensemble,"February 19, 1988"
A5418,wolfgang amadeus mozart,"February 19, 1988"
A723,carl maria von weber,"February 26, 1988"
A755,carroll gibbons,"February 26, 1988"
A783,champion jack dupree,"February 26, 1988"
A1262,duke ellington,"February 26, 1988"
A3208,max harris his novelty trio,"February 26, 1988"
A4947,the pied pipers,"February 26, 1988"
A5147,tommy dorsey,"February 26, 1988"
A5450,york celebrations choir,"February 26, 1988"
A273,ariel ramirez,"March 4, 1988"
A947,commodores,"March 4, 1988"
A1390,elton john,"March 4, 1988"
A1811,girl of my best friend,"March 4, 1988"
A1815,giuseppe verdi,"March 4, 1988"
A1898,gustav mahler,"March 4, 1988"
A2590,joyce grenfell,"March 4, 1988"
A5403,willie nelson,"March 4, 1988"
A30,aaron copland,"March 11, 1988"
A1439,eric hill,"March 11, 1988"
A2304,jean sibelius,"March 11, 1988"
A2427,johann sebastian bach,"March 11, 1988"
A2570,joseph canteloube,"March 11, 1988"
A3004,ludwig van beethoven,"March 11, 1988"
A3329,miranda martino,"March 11, 1988"
A5418,wolfgang amadeus mozart,"March 11, 1988"
A3135,mark knopfler,"March 18, 1988"
A3630,original cast,"March 18, 1988"
A4131,rod stewart,"March 18, 1988"
A4146,ron goodwin,"March 18, 1988"
A4217,rudyard kipling,"March 18, 1988"
A4409,simon garfunkel,"March 18, 1988"
A4705,the beatles,"March 18, 1988"
A4954,the police,"March 18, 1988"
A1599,frank sinatra,"March 20, 1988"
A1727,george gershwin,"March 20, 1988"
A3050,mahalia jackson,"March 20, 1988"
A3213,max roach,"March 20, 1988"
A3977,ray charles,"March 20, 1988"
A4117,roberta flack,"March 20, 1988"
A4291,sarah vaughan,"March 20, 1988"
A4555,stevie wonder,"March 20, 1988"
A105,alec guinness,"March 25, 1988"
A1236,dory previn,"March 25, 1988"
A1368,ella fitzgerald,"March 25, 1988"
A1790,giacomo puccini,"March 25, 1988"
A1897,gustav holst,"March 25, 1988"
A2014,henry purcell,"March 25, 1988"
A4337,sergey rachmaninov,"March 25, 1988"
A4705,the beatles,"March 25, 1988"
A1115,deller consort,"April 1, 1988"
A2074,hubert parry,"April 1, 1988"
A2342,jessie matthews,"April 1, 1988"
A2817,leo fall,"April 1, 1988"
A3140,mark sheridan,"April 1, 1988"
A3745,paul robeson,"April 1, 1988"
A4761,the choir of belfast cathedral,"April 1, 1988"
A4981,the royal green jackets,"April 1, 1988"
A297,arthur sullivan,"April 8, 1988"
A490,bill cosby,"April 8, 1988"
A1725,george frideric handel,"April 8, 1988"
A1960,harry nilsson,"April 8, 1988"
A2030,herman finck,"April 8, 1988"
A3004,ludwig van beethoven,"April 8, 1988"
A3811,peter gordon,"April 8, 1988"
A5418,wolfgang amadeus mozart,"April 8, 1988"
A1312,edith piaf,"April 15, 1988"
A1815,giuseppe verdi,"April 15, 1988"
A2248,jacques offenbach,"April 15, 1988"
A2977,louis armstrong,"April 15, 1988"
A3595,old shep,"April 15, 1988"
A3932,pyotr ilyich tchaikovsky,"April 15, 1988"
A4313,scott joplin,"April 15, 1988"
A4891,the london emmanuel choir,"April 15, 1988"
A957,consort of musicke,"April 22, 1988"
A1657,gabriel faure,"April 22, 1988"
A1921,halle orchestra george thalben ball,"April 22, 1988"
A3004,ludwig van beethoven,"April 22, 1988"
A4276,samuel coleridge taylor,"April 22, 1988"
A4420,sir david willcocks,"April 22, 1988"
A4705,the beatles,"April 22, 1988"
A4775,the clerkes of oxenford,"April 22, 1988"
A361,bandwagon 85,"April 29, 1988"
A2478,john lennon,"April 29, 1988"
A2917,little richard,"April 29, 1988"
A3004,ludwig van beethoven,"April 29, 1988"
A3093,marcia aitken,"April 29, 1988"
A3441,narciso yepes,"April 29, 1988"
A5092,thomas morley,"April 29, 1988"
A5397,william shakespeare,"April 29, 1988"
A1236,dory previn,"May 6, 1988"
A1749,georges bizet,"May 6, 1988"
A1815,giuseppe verdi,"May 6, 1988"
A1865,great welsh national singing festival,"May 6, 1988"
A2430,johannes brahms,"May 6, 1988"
A2478,john lennon,"May 6, 1988"
A3946,rachel kinnock,"May 6, 1988"
A4409,simon garfunkel,"May 6, 1988"
A1340,eileen fowler,"May 13, 1988"
A1383,elsa lanchester,"May 13, 1988"
A1618,franz schubert,"May 13, 1988"
A1808,giovanni battista pergolesi,"May 13, 1988"
A2223,jack payne and chorus,"May 13, 1988"
A2427,johann sebastian bach,"May 13, 1988"
A3745,paul robeson,"May 13, 1988"
A4476,sound effects,"May 13, 1988"
A1170,dire straits,"May 20, 1988"
A1368,ella fitzgerald,"May 20, 1988"
A1870,gregorio allegri,"May 20, 1988"
A2799,led zeppelin,"May 20, 1988"
A3546,nocturne in c sharp minor,"May 20, 1988"
A3748,paul simon,"May 20, 1988"
A4413,simply red,"May 20, 1988"
A4705,the beatles,"May 20, 1988"
A651,bruce springsteen,"May 27, 1988"
A1989,heitor villa lobos,"May 27, 1988"
A2396,joaquin rodrigo,"May 27, 1988"
A2960,los lobos,"May 27, 1988"
A3174,mary coughlan,"May 27, 1988"
A3710,pat metheny,"May 27, 1988"
A4413,simply red,"May 27, 1988"
A5208,u2,"May 27, 1988"
A32,abba,"June 10, 1988"
A365,barbara dickson,"June 10, 1988"
A1618,franz schubert,"June 10, 1988"
A1804,gioachino rossini,"June 10, 1988"
A2977,louis armstrong,"June 10, 1988"
A4377,shirley bassey,"June 10, 1988"
A4842,the golden gate quartet,"June 10, 1988"
A365,barbara dickson,"June 17, 1988"
A879,chu feng po,"June 17, 1988"
A1467,ethel merman,"June 17, 1988"
A1657,gabriel faure,"June 17, 1988"
A1662,gaetano donizetti,"June 17, 1988"
A2429,johann strauss ii,"June 17, 1988"
A3868,pietro mascagni,"June 17, 1988"
A3962,ralph vaughan williams,"June 17, 1988"
A1804,gioachino rossini,"July 1, 1988"
A1815,giuseppe verdi,"July 1, 1988"
A2841,leos janacek,"July 1, 1988"
A3004,ludwig van beethoven,"July 1, 1988"
A4054,richard strauss,"July 1, 1988"
A5418,wolfgang amadeus mozart,"July 1, 1988"
A297,arthur sullivan,"July 8, 1988"
A1326,edward elgar,"July 8, 1988"
A1824,glenn miller,"July 8, 1988"
A2970,lotte lenya,"July 8, 1988"
A3376,morriston orpheus choir,"July 8, 1988"
A3806,peter cook,"July 8, 1988"
A4705,the beatles,"July 8, 1988"
A5418,wolfgang amadeus mozart,"July 8, 1988"
A1004,cyndi lauper,"July 15, 1988"
A1326,edward elgar,"July 15, 1988"
A1536,flanagan and allen,"July 15, 1988"
A1897,gustav holst,"July 15, 1988"
A2917,little richard,"July 15, 1988"
A4022,reri grist,"July 15, 1988"
A4703,the beach boys,"July 15, 1988"
A4705,the beatles,"July 15, 1988"
A385,barry humphries,"July 22, 1988"
A1099,deanna durbin,"July 22, 1988"
A1853,gracie fields,"July 22, 1988"
A2387,joan sutherland,"July 22, 1988"
A2722,kiri te kanawa,"July 22, 1988"
A3092,marcellus schiffer,"July 22, 1988"
A3468,nellie melba,"July 22, 1988"
A5256,vera lynn,"July 22, 1988"
A1515,felix mendelssohn,"July 29, 1988"
A1657,gabriel faure,"July 29, 1988"
A1815,giuseppe verdi,"July 29, 1988"
A2427,johann sebastian bach,"July 29, 1988"
A3962,ralph vaughan williams,"July 29, 1988"
A4058,richard wagner,"July 29, 1988"
A5385,william byrd,"July 29, 1988"
A5418,wolfgang amadeus mozart,"July 29, 1988"
A283,art garfunkel,"August 5, 1988"
A1599,frank sinatra,"August 5, 1988"
A1790,giacomo puccini,"August 5, 1988"
A2388,joan turner,"August 5, 1988"
A3127,mario lanza,"August 5, 1988"
A4147,ron grainer,"August 5, 1988"
A5280,vince hill,"August 5, 1988"
A458,bertha norman,"August 12, 1988"
A570,bob jones,"August 12, 1988"
A4024,rev william mccrea,"August 12, 1988"
A4114,robert white,"August 12, 1988"
A4697,the band,"August 12, 1988"
A4779,the congregation of the martyr memorial free presbyterian church belfast,"August 12, 1988"
A4966,the reformed presbyterian church of ireland northern presbytery choir,"August 12, 1988"
A5391,william macewan,"August 12, 1988"
A526,bing crosby,"August 19, 1988"
A1312,edith piaf,"August 19, 1988"
A1368,ella fitzgerald,"August 19, 1988"
A1599,frank sinatra,"August 19, 1988"
A1727,george gershwin,"August 19, 1988"
A2383,joan baez,"August 19, 1988"
A2427,johann sebastian bach,"August 19, 1988"
A4815,the famous nashville artists,"August 19, 1988"
A1725,george frideric handel,"August 26, 1988"
A2427,johann sebastian bach,"August 26, 1988"
A3004,ludwig van beethoven,"August 26, 1988"
A3201,maurice ravel,"August 26, 1988"
A3280,michael tippett,"August 26, 1988"
A4058,richard wagner,"August 26, 1988"
A5418,wolfgang amadeus mozart,"August 26, 1988"
A48,adam faith,"September 2, 1988"
A1629,freda payne,"September 2, 1988"
A2913,little eva,"September 2, 1988"
A3270,michael jackson,"September 2, 1988"
A3934,queen,"September 2, 1988"
A4705,the beatles,"September 2, 1988"
A4811,the everly brothers,"September 2, 1988"
A4978,the ronettes,"September 2, 1988"
A1618,franz schubert,"September 16, 1988"
A2430,johannes brahms,"September 16, 1988"
A3004,ludwig van beethoven,"September 16, 1988"
A3602,olivier messiaen,"September 16, 1988"
A3808,peter donohoe,"September 16, 1988"
A4058,richard wagner,"September 16, 1988"
A4229,russ conway,"September 16, 1988"
A4337,sergey rachmaninov,"September 16, 1988"
A978,country joe and the fish,"September 23, 1988"
A1394,elvis presley,"September 23, 1988"
A1749,georges bizet,"September 23, 1988"
A3242,mera joota hai japani,"September 23, 1988"
A3560,noor jehan,"September 23, 1988"
A3973,ravi shankar,"September 23, 1988"
A4386,shivkumar sharma,"September 23, 1988"
A4976,the rolling stones,"September 23, 1988"
A297,arthur sullivan,"October 14, 1988"
A792,charles francois gounod,"October 14, 1988"
A954,conrad weidt,"October 14, 1988"
A1815,giuseppe verdi,"October 14, 1988"
A2167,irene sharp,"October 14, 1988"
A2669,katie moss,"October 14, 1988"
A3445,nat king cole,"October 14, 1988"
A3571,nuns chorus from casanova,"October 14, 1988"
A577,bob newhart,"October 21, 1988"
A622,bread,"October 21, 1988"
A1326,edward elgar,"October 21, 1988"
A2917,little richard,"October 21, 1988"
A2955,lorraine ellison,"October 21, 1988"
A4270,sam cooke,"October 21, 1988"
A4705,the beatles,"October 21, 1988"
A5032,the teenagers,"October 21, 1988"
A1725,george frideric handel,"October 28, 1988"
A1804,gioachino rossini,"October 28, 1988"
A1815,giuseppe verdi,"October 28, 1988"
A3004,ludwig van beethoven,"October 28, 1988"
A3187,massed choirs,"October 28, 1988"
A5418,wolfgang amadeus mozart,"October 28, 1988"
A311,ashman,"November 4, 1988"
A1584,francois couperin,"November 4, 1988"
A2426,johann ritter van herbeck,"November 4, 1988"
A3488,new york pro musica,"November 4, 1988"
A3492,neway debebe,"November 4, 1988"
A3895,popule meus quid feci tibi,"November 4, 1988"
A4054,richard strauss,"November 4, 1988"
A4407,silvio rodriguez,"November 4, 1988"
A2087,humphrey lyttelton,"November 18, 1988"
A2478,john lennon,"November 18, 1988"
A2764,lambert hendricks,"November 18, 1988"
A3977,ray charles,"November 18, 1988"
A4274,samuel barber,"November 18, 1988"
A4976,the rolling stones,"November 18, 1988"
A5353,when i see an elephant fly,"November 18, 1988"
A5418,wolfgang amadeus mozart,"November 18, 1988"
A721,carl davis,"November 25, 1988"
A1560,four tops,"November 25, 1988"
A1932,happy christmas war is over,"November 25, 1988"
A2375,jimmy webb,"November 25, 1988"
A4131,rod stewart,"November 25, 1988"
A4409,simon garfunkel,"November 25, 1988"
A4976,the rolling stones,"November 25, 1988"
A5208,u2,"November 25, 1988"
A1599,frank sinatra,"December 2, 1988"
A1815,giuseppe verdi,"December 2, 1988"
A3230,meat loaf,"December 2, 1988"
A4058,richard wagner,"December 2, 1988"
A4697,the band,"December 2, 1988"
A5418,wolfgang amadeus mozart,"December 2, 1988"
A1618,franz schubert,"December 9, 1988"
A1725,george frideric handel,"December 9, 1988"
A2014,henry purcell,"December 9, 1988"
A2275,jan dismas zelenka,"December 9, 1988"
A2427,johann sebastian bach,"December 9, 1988"
A2430,johannes brahms,"December 9, 1988"
A4811,the everly brothers,"December 9, 1988"
A5418,wolfgang amadeus mozart,"December 9, 1988"
A248,antonin dvorak,"December 23, 1988"
A1326,edward elgar,"December 23, 1988"
A1515,felix mendelssohn,"December 23, 1988"
A1618,franz schubert,"December 23, 1988"
A3004,ludwig van beethoven,"December 23, 1988"
A3962,ralph vaughan williams,"December 23, 1988"
A4054,richard strauss,"December 23, 1988"
A5173,topol,"December 23, 1988"
A1326,edward elgar,"January 6, 1989"
A1510,fats waller,"January 6, 1989"
A1790,giacomo puccini,"January 6, 1989"
A1897,gustav holst,"January 6, 1989"
A2427,johann sebastian bach,"January 6, 1989"
A3962,ralph vaughan williams,"January 6, 1989"
A4991,the scots guards,"January 6, 1989"
A5418,wolfgang amadeus mozart,"January 6, 1989"
A44,adagio,"January 13, 1989"
A799,charles penrose,"January 13, 1989"
A2853,les miserables,"January 13, 1989"
A4236,ruth etting,"January 13, 1989"
A4705,the beatles,"January 13, 1989"
A4829,the fureys,"January 13, 1989"
A5146,tomaso giovanni albinoni,"January 13, 1989"
A5284,vincenzo bellini,"January 13, 1989"
A1515,felix mendelssohn,"January 20, 1989"
A1537,flanders and swann,"January 20, 1989"
A2383,joan baez,"January 20, 1989"
A2427,johann sebastian bach,"January 20, 1989"
A3050,mahalia jackson,"January 20, 1989"
A3962,ralph vaughan williams,"January 20, 1989"
A4180,roy bailey,"January 20, 1989"
A4533,stephen benn,"January 20, 1989"
A1359,elisabeth welch,"January 27, 1989"
A1368,ella fitzgerald,"January 27, 1989"
A3040,madness,"January 27, 1989"
A3089,marc bolan,"January 27, 1989"
A3146,marlene dietrich,"January 27, 1989"
A4379,shirley brown,"January 27, 1989"
A4950,the pips,"January 27, 1989"
A5139,tom robinson,"January 27, 1989"
A1419,enrico cannio,"February 10, 1989"
A1749,georges bizet,"February 10, 1989"
A1815,giuseppe verdi,"February 10, 1989"
A2074,hubert parry,"February 10, 1989"
A2917,little richard,"February 10, 1989"
A3004,ludwig van beethoven,"February 10, 1989"
A3445,nat king cole,"February 10, 1989"
A3541,nocturne,"February 10, 1989"
A1428,entrance of the gods into valhalla from das rheingold,"February 24, 1989"
A1556,forging song from siegfried,"February 24, 1989"
A2572,joseph haydn,"February 24, 1989"
A3004,ludwig van beethoven,"February 24, 1989"
A4058,richard wagner,"February 24, 1989"
A4967,the renunciation of siegfried from gotterdammerung,"February 24, 1989"
A278,arnold schoenberg,"March 3, 1989"
A1681,gary u s bonds,"March 3, 1989"
A2132,igor stravinsky,"March 3, 1989"
A2427,johann sebastian bach,"March 3, 1989"
A3004,ludwig van beethoven,"March 3, 1989"
A3030,mabel mercer,"March 3, 1989"
A4664,teresa stratas,"March 3, 1989"
A5463,younger than springtime,"March 3, 1989"
A1326,edward elgar,"March 10, 1989"
A1618,franz schubert,"March 10, 1989"
A1815,giuseppe verdi,"March 10, 1989"
A2074,hubert parry,"March 10, 1989"
A2427,johann sebastian bach,"March 10, 1989"
A3004,ludwig van beethoven,"March 10, 1989"
A5418,wolfgang amadeus mozart,"March 10, 1989"
A282,art gallery sketch,"March 17, 1989"
A802,charles trenet,"March 17, 1989"
A1275,dylan thomas,"March 17, 1989"
A1637,frédéric chopin,"March 17, 1989"
A2427,johann sebastian bach,"March 17, 1989"
A4058,richard wagner,"March 17, 1989"
A4860,the ink spots,"March 17, 1989"
A5418,wolfgang amadeus mozart,"March 17, 1989"
A306,asaf,"March 19, 1989"
A1853,gracie fields,"March 19, 1989"
A3561,norah blaney,"March 19, 1989"
A3745,paul robeson,"March 19, 1989"
A4108,robert schumann,"March 19, 1989"
A4138,roger webb,"March 19, 1989"
A5016,the st philips boy s choir,"March 19, 1989"
A5321,waltz in c sharp minor op 64 2,"March 19, 1989"
A1455,ernesto de curtis,"March 26, 1989"
A1841,gordon macrae,"March 26, 1989"
A2530,johnny mathis,"March 26, 1989"
A2694,kenneth mckellar,"March 26, 1989"
A4025,rex allen,"March 26, 1989"
A4709,the berkshire boy choir,"March 26, 1989"
A5147,tommy dorsey,"March 26, 1989"
A5359,whisperings of the vienna woods,"March 26, 1989"
A670,buddy holly,"April 14, 1989"
A1666,galton simpson,"April 14, 1989"
A1727,george gershwin,"April 14, 1989"
A2235,jackie wilson,"April 14, 1989"
A2356,jimmie grier his orchestra,"April 14, 1989"
A4146,ron goodwin,"April 14, 1989"
A4413,simply red,"April 14, 1989"
A4445,slim whitman,"April 14, 1989"
A702,camille saint saens,"April 21, 1989"
A1263,dunajewsky,"April 21, 1989"
A1326,edward elgar,"April 21, 1989"
A1815,giuseppe verdi,"April 21, 1989"
A1924,hamish maccunn,"April 21, 1989"
A2572,joseph haydn,"April 21, 1989"
A3376,morriston orpheus choir,"April 21, 1989"
A5246,vangelis,"April 21, 1989"
A2014,henry purcell,"April 28, 1989"
A2129,if you were the only girl in the world,"April 28, 1989"
A2427,johann sebastian bach,"April 28, 1989"
A3735,paul francis webster,"April 28, 1989"
A3745,paul robeson,"April 28, 1989"
A4476,sound effects,"April 28, 1989"
A4650,teddie st denis co,"April 28, 1989"
A255,antonio vivaldi,"May 5, 1989"
A438,benjamin britten,"May 5, 1989"
A1618,franz schubert,"May 5, 1989"
A1725,george frideric handel,"May 5, 1989"
A1898,gustav mahler,"May 5, 1989"
A2609,jules massenet,"May 5, 1989"
A3277,michael redgrave,"May 5, 1989"
A4041,richard harris,"May 5, 1989"
A605,bootsy collins,"May 12, 1989"
A1654,funkadelic,"May 12, 1989"
A2177,is this love,"May 12, 1989"
A3910,prince,"May 12, 1989"
A4065,rickie lee jones,"May 12, 1989"
A4116,robert wyatt,"May 12, 1989"
A4239,ry cooder,"May 12, 1989"
A4555,stevie wonder,"May 12, 1989"
A923,climie fisher,"May 26, 1989"
A1790,giacomo puccini,"May 26, 1989"
A2074,hubert parry,"May 26, 1989"
A2783,laurel hardy,"May 26, 1989"
A3207,max bygraves,"May 26, 1989"
A4222,run-d.m.c.,"May 26, 1989"
A4976,the rolling stones,"May 26, 1989"
A5115,titi sylvestre,"May 26, 1989"
A255,antonio vivaldi,"June 2, 1989"
A377,barcarolle in f sharp major op 60,"June 2, 1989"
A936,cole porter,"June 2, 1989"
A2429,johann strauss ii,"June 2, 1989"
A2430,johannes brahms,"June 2, 1989"
A3662,p g wodehouse,"June 2, 1989"
A5418,wolfgang amadeus mozart,"June 2, 1989"
A998,culture club,"June 9, 1989"
A3300,mike oldfield,"June 9, 1989"
A3771,peggy lee,"June 9, 1989"
A3831,peter sellers,"June 9, 1989"
A3832,peter skellern,"June 9, 1989"
A3839,phil collins,"June 9, 1989"
